Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 55.92      0.57     0.57    31516     0.02     0.03  Vector::dot(Vector&) const
 35.32      0.93     0.36 27529472     0.00     0.00  Vector::operator[](unsigned int)
  2.94      0.96     0.03  1048576     0.00     0.00  std::istream_iterator<double, char, std::char_traits<char>, long>::_M_read()
  2.94      0.99     0.03                             Vector::operator[](unsigned int) const
  0.98      1.00     0.01        2     5.00   455.22  Analysis::correlation_coefficients(double*&, std::vector<Vector, std::allocator<Vector> >&, int, int, int)
  0.98      1.01     0.01        1    10.01    15.01  Dataset::write(double*&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int)
  0.49      1.02     0.01   523776     0.00     0.00  std::setprecision(int)
  0.49      1.02     0.01     1024     0.00     0.00  std::operator|(std::_Ios_Openmode, std::_Ios_Openmode)
  0.00      1.02     0.00  1048576     0.00     0.00  std::istream_iterator<double, char, std::char_traits<char>, long>::operator*() const
  0.00      1.02     0.00  1047552     0.00     0.00  std::istream_iterator<double, char, std::char_traits<char>, long>::operator++()
  0.00      1.02     0.00    57744     0.00     0.00  std::vector<Vector, std::allocator<Vector> >::operator[](unsigned long)
  0.00      1.02     0.00    28349     0.00     0.00  double const& std::max<double>(double const&, double const&)
  0.00      1.02     0.00    27667     0.00     0.00  double const& std::min<double>(double const&, double const&)
  0.00      1.02     0.00     2048     0.00     0.00  Vector::Vector(unsigned int)
  0.00      1.02     0.00     2048     0.00     0.00  Vector::~Vector()
  0.00      1.02     0.00     2048     0.00     0.00  Vector const& std::forward<Vector const&>(std::remove_reference<Vector const&>::type&)
  0.00      1.02     0.00     1028     0.00     0.00  operator new(unsigned long, void*)
  0.00      1.02     0.00     1024     0.00     0.00  Vector::get_data()
  0.00      1.02     0.00     1024     0.00     0.03  Vector::magnitude()
  0.00      1.02     0.00     1024     0.00     0.00  Vector::Vector(Vector const&)
  0.00      1.02     0.00     1024     0.00     0.00  Vector::operator/(double)
  0.00      1.02     0.00     1024     0.00     0.00  Vector::operator-(double)
  0.00      1.02     0.00     1024     0.00     0.00  void __gnu_cxx::new_allocator<Vector>::construct<Vector, Vector const&>(Vector*, Vector const&)
  0.00      1.02     0.00     1024     0.00     0.00  Vector::mean() const
  0.00      1.02     0.00     1024     0.00     0.00  void std::allocator_traits<std::allocator<Vector> >::construct<Vector, Vector const&>(std::allocator<Vector>&, Vector*, Vector const&)
  0.00      1.02     0.00     1024     0.00     0.00  std::istream_iterator<double, char, std::char_traits<char>, long>::istream_iterator(std::istream_iterator<double, char, std::char_traits<char>, long> const&)
  0.00      1.02     0.00     1024     0.00     0.00  std::istream_iterator<double, char, std::char_traits<char>, long>::istream_iterator(std::istream&)
  0.00      1.02     0.00     1024     0.00     0.00  std::vector<Vector, std::allocator<Vector> >::push_back(Vector const&)
  0.00      1.02     0.00     1024     0.00     0.00  Vector* std::__addressof<Vector>(Vector&)
  0.00      1.02     0.00     1024     0.00     0.00  std::istream* std::__addressof<std::istream>(std::istream&)
  0.00      1.02     0.00     1024     0.00     0.00  std::iterator_traits<std::istream_iterator<double, char, std::char_traits<char>, long> >::iterator_category std::__iterator_category<std::istream_iterator<double, char, std::char_traits<char>, long> >(std::istream_iterator<double, char, std::char_traits<char>, long> const&)
  0.00      1.02     0.00     1024     0.00     0.03  double* std::copy_n<std::istream_iterator<double, char, std::char_traits<char>, long>, int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, int, double*)
  0.00      1.02     0.00     1024     0.00     0.00  void std::_Destroy<Vector>(Vector*)
  0.00      1.02     0.00     1024     0.00     0.03  double* std::__copy_n<std::istream_iterator<double, char, std::char_traits<char>, long>, int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, int, double*, std::input_iterator_tag)
  0.00      1.02     0.00       46     0.00     0.00  __gnu_cxx::__normal_iterator<ThreadData**, std::vector<ThreadData*, std::allocator<ThreadData*> > >::base() const
  0.00      1.02     0.00       21     0.00     0.00  ThreadData** std::__niter_base<ThreadData**>(ThreadData**)
  0.00      1.02     0.00       17     0.00     0.00  bool __gnu_cxx::operator!=<ThreadData**, std::vector<ThreadData*, std::allocator<ThreadData*> > >(__gnu_cxx::__normal_iterator<ThreadData**, std::vector<ThreadData*, std::allocator<ThreadData*> > > const&, __gnu_cxx::__normal_iterator<ThreadData**, std::vector<ThreadData*, std::allocator<ThreadData*> > > const&)
  0.00      1.02     0.00       16     0.00     0.00  __gnu_cxx::__normal_iterator<ThreadData**, std::vector<ThreadData*, std::allocator<ThreadData*> > >::operator++()
